mitra_name,address,description,program,course_position
PT Traveloka Indonesia,"Traveloka Campus (d/h Green Office Park 1) North Tower, Jl Grand Boulevard, BSD Green Office Park, Kel. Sampora, Kec. Cisauk,  Kab.Tangerang, Prov. Banten",Core Competency: Communication & Collaboration Core Competency: Drive for Result Core Competency: Accountability Technical Competency: UI / UX Site Technical Competency: Project Management Technical Competency: Internal Communication Core Competency: Practical Innovation Technical Competency: SEO Technical Competency: Content Planning,Magang,Employer Branding Platform Intern
PT Telkom Indonesia (Persero) Tbk,"Jl Japati 1, Bandung","Architecture Design Usability, Vulnerability Assessments and Secure Testing Business Process Management System Engineering Data Management Programming Language",Magang,Engineer
PT XL Axiata Tbk,(Alamat Tidak Tersedia),Data Information,Magang,Enterprise Data Management Intern
PT XL Axiata Tbk,(Alamat Tidak Tersedia),Mobile app savvy Project Management Agility Time Management Communication skills,Magang,Enterprise IoT intern
PT XL Axiata Tbk,(Alamat Tidak Tersedia),Data analytics Agility Communication skills Project Management Time Management,Magang,Enterprise Planning and Architecture Intern
PT XL Axiata Tbk,(Alamat Tidak Tersedia),"System skill (windows, linux) Communication skills Project Management Time Management Agility",Magang,Enterprise Support System Intern
PT Baracipta Esa Engineering,"Jl. Mijil No. 98 Karangjati, Ngemplak, Kel. Sinduadi, Kec. Mlati, Sleman, Prov. Daerah istimewa Yogyakarta 55284","Understanding of field work methods and knowledge of building materials Understanding of preparing a Budget Plan (RAB) Understanding of performing unit price analysis calculations Understanding of the flow of using the Estimator.id application Understanding of work volume calculations Soft skills: creativity, innovation, initiative, collaboration, communication",Magang,Estimator
PT Global Digital Niaga,"Jl. Budi Kemuliaan 1 No. 1, Gambir, Jakarta Pusat",Ability to adapt in new environment Teamwork Ability to think “out of the box” Ability to create new activities for employees,Magang,Event Activation Intern
PT Telkom Indonesia (Persero) Tbk,"Jl Japati 1, Bandung",Project Planning Partner Relation Management Project Execution & Control Risk Management Project Evaluation Document Production Value - Kolaboratif	 Job Performance Value - Adaptif	 Value - Amanah Value - Kompeten	 Value - Harmonis	 Value - Loyal,Magang,Event Management
PT Telkom Indonesia (Persero) Tbk,"Jl Japati 1, Bandung",Project Evaluation Document Production Partner Relation Management Project Planning Project Execution & Control Risk Management Job Performance Value - Loyal	 Value - Harmonis	 Value - Adaptif	 Value - Kolaboratif	 Value - Amanah	 Job Performance,Magang,Event Management
PT Telkom Indonesia (Persero) Tbk,"Jl Japati 1, Bandung",Risk Management Project Planning Project Execution & Control Partner Relation Management Document Production Project Evaluation Value - Amanah	 Value - Kompeten	 Value - Kolaboratif	 Job Performance Value - Loyal	 Value - Harmonis	 Value - Adaptif,Magang,Event Management
Yayasan Adipurna Inovasi Asia,(Alamat Tidak Tersedia),Technical Event Planner & Organizer Project Management Soft Skills  Productivity Result Kehadiran Performance,Magang,Event Organizer & Broadcast
PT Karya Dua Anyam,(Alamat Tidak Tersedia),Project management Event management Communication skill Event marketing skill,Magang,Event Specialist Intern
PT Semesta Integrasi Digital,"Jl. Jeruk Purut Dalam No.33, RT.6/RW.3, Cilandak Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560.",Management Ability Ability to Collect Data and Information Coordination Ability Ability to Provide Critical Proposals Communication Ability,Magang,External Affairs 
PT Home Credit Indonesia,"Plaza Oleos Lantai 8 Jl. TB Simatupang No. 53A, Jakarta Selatan 12520 ",Adaptability Designing and processing digital advertising Creative presentation skill Dynamic teamwork,Magang,Facebook Ads Specialist
PT XL Axiata Tbk,(Alamat Tidak Tersedia),Agility,Magang,Facilities Intern
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),Problem Solving Presentation Skill Project Management Pengetahuan Basic Management Skills Analisa Data Maintenance and Problem Solving Communication Skill,Magang,Facility Intern
PT STECHOQ ROBOTIKA INDONESIA,"Jalan Belimbing A-17 Perum Sidoarum Blok II, Godean, Sleman, Yogyakarta","Waste Management, Livestock Sanitation, and Livestock Health Business Development Based on Product Innovation Animal Feed Production, Feeding Technology and Feed Storage Application of Appropriate Technology Innovations in the Livestock Sector Marketing and Distribution of Livestock Products Food Safety Raising Sheep Commodities Based on Science and Technology",Magang,Farm Engineer for Digital Transformation and Industry 4.0
PT Inamas Sintesis Teknologi,"Jl. Werkudara 4, Kel. Wirobrajan, Kec. Wirobrajan, Yogyakarta, D.I.Yogyakarta 55252",Harvest and Post Harvest Aquaculture Planning Aquaculture Care Leadership Communication & Teamwork,Magang,Field Assistant 
PT Huawei Tech Investment,(Alamat Tidak Tersedia),Data Communication 3 Project Management Data Communication 1 Data Communication 2,Magang,Field Maintenance Engineer
PT Vidio Dot Com,"SCTV Tower, Senayan City, Jakarta Pusat",Understand the business process that occurs within the company. Video. Neat documentation. Teamwork Skills. Communication Skills. Understanding tools,Magang,Finance & Accounting
PT Karya Dua Anyam,(Alamat Tidak Tersedia),Monthly Financial Reports Monthly Project Financial Reports Reconciliation of Monthly Financial Reports Evaluation and Update of SOP Finance Monthly tax calculation and reporting Supporting Checking Financial Report Documents,Magang,Finance & Accounting Intern
PT Nodeflux Teknologi Indonesia,Jakarta Indonesia,"Tax Communication, Negotiation & Analytic Skill Financial Forecasting & Budgeting Innovative & Creative Mindset Financial Audit Financial Accounting Financial Reporting",Magang,"Finance, Accounting & Tax (FAT)"
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),"Finance Competency Skill Problem Solving Presentation Skill Project Management Analisa Data Communication Skill Ms. Office Skill (Excel, Power Point, Word, Outlook)",Magang,Finance Business Partner Retail Intern
PT Uni Tokopo Teknologi,"Jl. Simprug Golf III No. 71, Grogol Selatan, Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Corporate Finance Database Management & Analysis Financial Modeling Recording using financial applications Communication and coordination techniques,Magang,Finance Intern
PT Global Tiket Network,"Wisma Barito Pacific II Lantai. 8, Jalan Letnan Jenderal Siswondo Parman Kavling. 60, Desa/Kelurahan Slipi, Kec. Pal Merah, Kota Adm. Jakarta Barat, Provinsi DKI Jakarta, Jakarta Raya Indonesia ",Teamwork & Collaboration Skills Decision Making  Communication  Project Management  Conflict Management,Magang,Finance Intern
PT Linimuda Inspirasi Negeri,"Griya Dros, Jl KH Abdullah Syafei No 1 (Tebet Utara Dalam 34), Kel. Tebet Timur, Kec. Tebet, Kota Adm. Jakarta Selatan, Prov. DKI Jakarta",Analysis of Company Financial Statements Application of Microsoft Excel in company accounting Chronological recording of company business activity transactions into general ledgers (GL) Making Bills and Receipts Recapping income Bank Reconciliation,Magang,Finance Internship Program
PT Simplefi Teknologi Indonesia,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950","Collaborate with management regarding internal reports and evaluate necessary strategies Assist with financial projections and planning (budgeting) Assist in managing day-to-day operations Finance Team Collecting, interpreting, and reviewing financial information Controlling financial conditions and cash management/setting AwanTunai",Magang,Finance & Treasury
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),"Data Analysis Problem Solving Planning & Organizing Skills Basic Project Management Ability of Ms. Office (Excel, Powerpoint, Word) Communication Skill Presentation Skill",Magang,Flash Sales Campaign Ops Intern
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),"Problem Solving Communication Skills Data Analysis Presentation Skills Basic Project Management Planning & Organizing Skills Ms. Office (Excel, PowerPoint, Word)",Magang,Flash Sales & Customer Engagement Project Ops Intern
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),Presentation Skill Problem Solving Excel Data Processing Fleet Business Process Data Analytics Managing Priority Communication Skill,Magang,Fleet Intern
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),Excel Data Processing Managing Priority Data Analytics Problem Solving Fleet Business Process Communication & Teamwork Presentation Skill,Magang,Fleet Intern
PT Home Credit Indonesia,"Plaza Oleos Lantai 8 Jl. TB Simatupang No. 53A, Jakarta Selatan 12520 ","Development Skill Basic knowledge of web developer, Javascript, MVC, Web Service, Rest API Project Management Application Design Adaptability",Magang,Flutter Developer
UPT Solo Technopark,"Jl. Ki Hajar Dewantara No.19, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah, Indonesia 57126",Problem Solving and Critical Thinking Creativity Adaptability Project Management and Time Management Communication and Collaboration Leadership and Teamwork Work Ethics and Professionalism,Magang,Front End & Back End Officer
PT Suitmedia Kreasi Indonesia,"Suitmedia HQ Jl. Pejaten Barat II No. 3A  Jakarta, Indonesia 12510","HTML application.Javascript application.Understanding and application of text editor.Know the browser compatibility dama code.Understand the boilerplate and scaffolding systematics that the company uses.CSS application.CSS Preprocessor application.Knowing best practices, resources, and other tools.Understanding and application of Git Understand the terms of collaboration in Suitmedia.Mengaplikasikan front-end development environments.",Magang,Frontend Developer
Perkumpulan Sosial Ekonomi Akselerator Lab,"Kawasan Ekonomi Khusus Singhasari, Raya Klampok Blok D2 no 16 Purwoasri, Singosari, Kab. Malang",Digital Product Innovation Cloud Computing Technology Interface Design Implementation Frontend Programming Leadership and Collaboration Responsive Web Design Project Management Software Testing,Magang,Frontend Developer
PT Indonesia Indicator,"Menara Sudirman Lt. 15 Lot A Jl. Jendral Sudirman Kav. 60 RT. 005, RW. 003, Senayan, Kebayoran Baru, Kota Jakarta Selatan, DKI Jakarta, 12190 ",REST API Slicing & Design Project Management Programming Framework CSS & Javascript,Magang,Front End Developer
PT Hashmicro Solusi Indonesia,"Neo Soho Podomoro City, Jalan Letjen S. Parman Kav. 28, Jakarta Barat",Making features according to the needs of the marketing team Communication and collaboration skills Optimization of website performance Solving Discipline problems,Magang,Front End Developer
PT Abbauf Mulia Konsultan Teknologi,"APL Tower Central Park Lantai 19 Unit T7, Jl. Letjen S. Parman No.Kavling 28, RT.12/RW.6, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",Development of SRS- System Requirement Specification Quality Control Deployment Understanding of Designation Analysis Dynamic teamwork Coding WebGis with JavaScript,Magang,Front End Developer
PT Pundi Mas Berjaya,"Jl. Kw. Industri Tunas 2 No.7D, Belian, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444","React Framework advance React Framework Typescript Graphql vs Rest Clean Code Html, Css, Javascript",Magang,Front End Developer
PT Central Artificial Intelligence,(Alamat Tidak Tersedia),Jr. Front End Developer Public Speaking Project Management UI/UX Design QA Testing  Pemrograman  Python/Javascript Paradigma  Pemrograman Team Work,Magang,Front End Developer
PT Adma Digital Solusi,"Jl. Sidosermo Airdas No.A8, Sidosermo, Kec. Wonocolo, Kota SBY, Jawa Timur 60239",Use of Basic Widgets for Slicing Design to Code Understanding of Navigation and Routes Understanding of Basic Widgets in Flutter Setting Up Flutter Environment and Installation Understanding of Basic State Management Integration with Application Programming Interface Understanding of Dart Programming,Magang,Front End Developer
PT Widya Inovasi Indonesia,"Jl. Palagan Tentara Pelajar KM 7.5 No.31A, Mudal, Sariharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55581",Commit & push code UI implementation Collaboration between divisions Code test unit Code review,Magang,Front-End Developer
PT Vidio Dot Com,"SCTV Tower, Senayan City, Jakarta Pusat",Collaboration UI Development Communication Skill Teamwork Skill Reporting Skill,Magang,Front End Engineer
PT Digdaya Olah Teknologi Indonesia,"Jl. Jend. Sudirman Kav. 25, RT.10/RW.1, Kuningan, Karet, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920",FrontEnd Supporting Tools Compliance with SOP Project Management UI Design Implementation/Slicing Ability to work in an agile organization or team UI Framework Knowledge Clean Code & Pattern Ability to write articles based on research or experience Implementation of Company Code standards,Magang,FrontEnd Engineer
PT Telkom Indonesia (Persero) Tbk,"Jl Japati 1, Bandung","Software Development Life-Cycle Data Management Application Design Usability, vulnerability assessments and secure testing  Component Integration  Architecture Design Value - Loyal	 Value - Kolaboratif	 Value - Harmonis	 Value - Adaptif	 Job Performance Value - Amanah	 Value - Kompeten",Magang,Front-end Mobile Developer
PT Telkom Indonesia (Persero) Tbk,"Jl Japati 1, Bandung","Application Design Component Integration  Usability, vulnerability assessments and secure testing  Architecture Design Data Management Software Development Life-Cycle Value - Loyal	 Value - Amanah	 Value - Adaptif	 Job Performance Value - Kolaboratif	 Value - Harmonis	 Value - Kompeten",Magang,Front-end Web Developer
Yayasan Adipurna Inovasi Asia,(Alamat Tidak Tersedia),Soft Skills Etos Kerja IT Project Management Software Development ICT,Magang,Frontend Web Developer (programmer)
PT Telkom Indonesia (Persero) Tbk,"Jl Japati 1, Bandung","Usability, vulnerability assessments and secure testing  Software Development Life-Cycle Component Integration  Architecture Design Application Design Data Management Value - Harmonis	 Job Performance Value - Adaptif	 Value - Kompeten	 Value - Loyal	 Value - Kolaboratif	 Value - Amanah",Magang,Fullstack Developer
PT Andromedia,Jl Jemur Andayani XV No 3B Kelurahan Jemurwonosari - Kecamatan Wonocolo - Surabaya,"1.Database implementation using PostgreSQL, MySQL and or SQLServer 4.System testing with black box & white box testing 3.Front end implementation with react platform and or bootstrap 8.Adaptability 7.Able to practice agile scrum and or waterfall processes 9.Communication skill with presentation 5.Application deployment 6.Optimization of database usage 2.Back end implementation with node js, java and or PHP platforms",Magang,Full Stack Developer
PT Baracipta Esa Engineering,"Jl. Mijil No. 98 Karangjati, Ngemplak, Kel. Sinduadi, Kec. Mlati, Sleman, Prov. Daerah istimewa Yogyakarta 55284",Innovation and creativity Testing system usability using UAT (User Acceptance Testing) Development of RWD (Responsive Web Design) Implementation of UI/UX mockup designs on application interfaces Presentation of product results Application integration with RESTful API Database implementation using MySQL,Magang,Full Stack Developer
PT Bejana Investidata Globalindo,"Jl. Cipaku Indah III No. 14, Bandung, Jawa Barat, Indonesia, 40143",Implementation of REST API Implementation of communication with the API server Testing applications using black-box testing Dynamic teamwork Implementation of application interface displays using the React JS framework Creating API documentation,Magang,Full-Stack Developer
PT Bejana Investidata Globalindo,"Jl. Cipaku Indah III No. 14, Bandung, Jawa Barat, Indonesia, 40143",Implementation of communication with the API server Database implementation Black-box testing of applications Implementation of REST API Development of API documentation Implementation of application interfaces using the React JS framework Dynamic teamwork,Magang,Full-Stack Developer
PT Bejana Investidata Globalindo,"Jl. Cipaku Indah III No. 14, Bandung, Jawa Barat, Indonesia, 40143",REST API implementation Creating API documentation Testing applications using black-box testing Dynamic teamwork Implementation of application interface displays using the React JS framework Implementation of communication with the API server,Magang,Full-Stack Developer
PT Bejana Investidata Globalindo,"Jl. Cipaku Indah III No. 14, Bandung, Jawa Barat, Indonesia, 40143",Black-box testing of application testing Dynamic teamwork Implementation of database Implementation of application interface display using React JS framework Implementation of REST API Implementation of communication with API server Creating API documentation,Magang,Full-Stack Developer
PT Investree Radhika Jaya Group,"AIA Central 21st Floor, Jalan Jendral Sudirman No.Kav. 48A, RT.5/RW.4, Karet Semanggi, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",Vue La Laravel Introduction Final Project & Presentation Final Project & Presentation REST Architecture REST Architecture Basic Front End Layouting Basic Front End Layouting Basic Fullstack Introduction Vue La Laravel Introduction Final Project & Presentation REST Architecture Basic Front End Layouting Basic CRUD Basic Front End Layouting Front End using VueJS Introduction Basic Fullstack Introduction Basic Front End Layouting Final Project & Presentation Basic Fullstack Introduction Basic Fullstack Introduction Basic CRUD Basic Front End Layouting Vue La Laravel Introduction Basic Fullstack Introduction Basic Fullstack Introduction Front End using VueJS Introduction REST Architecture Auto Migration Front End using VueJS Introduction Vue La Laravel Introduction Front End using VueJS Introduction Final Project & Presentation Basic CRUD REST Architecture Basic Front End Layouting Front End using VueJS Introduction Basic Front End Layouting Front End using VueJS Introduction Final Project & Presentation Vue La Laravel Introduction REST Architecture Vue La Laravel Introduction Auto Migration Front End using VueJS Introduction REST Architecture Final Project & Presentation Basic Fullstack Introduction REST Architecture Basic CRUD Front End using VueJS Introduction Final Project & Presentation Basic Fullstack Introduction Basic CRUD Basic CRUD REST Architecture Basic Fullstack Introduction Basic CRUD Vue La Laravel Introduction Vue La Laravel Introduction Basic Fullstack Introduction Auto Migration Basic Front End Layouting Auto Migration REST Architecture Vue La Laravel Introduction Front End using VueJS Introduction Auto Migration Basic Fullstack Introduction Basic CRUD Basic Fullstack Introduction Auto Migration Auto Migration Basic Front End Layouting Final Project & Presentation REST Architecture Basic CRUD Basic Fullstack Introduction Front End using VueJS Introduction Vue La Laravel Introduction Front End using VueJS Introduction Front End using VueJS Introduction Vue La Laravel Introduction Final Project & Presentation REST Architecture Basic Front End Layouting Auto Migration Final Project & Presentation Basic Front End Layouting Final Project & Presentation Vue La Laravel Introduction Front End using VueJS Introduction REST Architecture Basic CRUD Auto Migration Basic Fullstack Introduction REST Architecture Basic CRUD Vue La Laravel Introduction Front End using VueJS Introduction REST Architecture Auto Migration Vue La Laravel Introduction Auto Migration Auto Migration Basic CRUD Front End using VueJS Introduction Final Project & Presentation Final Project & Presentation Basic Fullstack Introduction Basic CRUD Basic Front End Layouting Auto Migration Auto Migration Basic Front End Layouting Vue La Laravel Introduction Basic Front End Layouting Auto Migration Final Project & Presentation Basic CRUD Basic CRUD,Magang,Fullstack Engineer
PT Simplefi Teknologi Indonesia,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950",Assist engineering team's day-to-day operations Assist establish data pipeline for machine learning platforms using distributed processes Collaborate with data science and technical product teams to implement software products and features Assist debug and modify complex production software Assist design and development front-end and back-end applications and database and application architectures,Magang,Full Stack Engineer 
PT GIT SOLUTION,(Alamat Tidak Tersedia),"Understanding of server management, API, websocket, database, programming, and website structure.The concept of web service / rest API The concept of MVC and the popular PHP framework CI/Laravel, and others Creating Application Projects Programming PHP, mySQL and JavaScript",Magang,Full Stack Web Developer
PT Indi Teknokreasi Internasional,"Graha INDI, Jalan Pahlawan Revolusi No 1, Lt4 RT.06, RT.11/RW.7, Pd. Bambu, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13430",Framework & Design Pattern Application Programming Interface Reporting & Documentation Fundamentals of Web Programming Database & Model Deployment Source code & Task Management Management View & Controller Team Collaboration,Magang,Full Stack Web Developer
PT GIT SOLUTION,(Alamat Tidak Tersedia),"Understanding of game design, and its implementation both hardware and software Manage game documentation Class orientation Create game concepts Perform quality assurance Create Game Design Documents",Magang,Game Designer
PT Sebangku Jaya Abadi,Yogyakarta,Game Desain Fundamental Game Element Game Research  Game Programming Game Art,Magang,Game Designer
PT BISA ARTIFISIAL INDONESIA,JLN. IR H JUANDA NO. 84 BANDUNG,Project Management Jr.Animator Public Speaking Jr. Game Developer DevOps dan Team Work,Magang,Game Developer dan Animator
PT Telkom Indonesia (Persero) Tbk,"Jl Japati 1, Bandung",Program & Project Management Documentation Production Partner Relation Management Asset & Resource Management Corporate Communication,Magang,General
PT Nodeflux Teknologi Indonesia,Jakarta Indonesia,Standard Operational Procedure (SOP) Creation Company Assets Management Procurement & Purchasing System Outsourcing Management Facilities Management Procurement & Purchasing Planning Administration System,Magang,General Affair
PT Cloud Hosting Indonesia,"Sentral Senayan II, Jl. Asia Afrika No.8, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",Developing Reimbursement Procedures Performing Goods Procurement Process Asset Management Document Archive Management Standardization and Company Certification Developing Standard Operating Procedures,Magang,General Affairs Officer
PT Widya Inovasi Indonesia,"Jl. Palagan Tentara Pelajar KM 7.5 No.31A, Mudal, Sariharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55581",Generalist Inventory Procurement Collaboration between IT Support divisions,Magang,General  Support
PT Home Credit Indonesia,"Plaza Oleos Lantai 8 Jl. TB Simatupang No. 53A, Jakarta Selatan 12520 ",Advertising Material Dynamic teamwork Presentation skills Designing and processing google ads Adaptability,Magang,Google Ads Specialist
PT XL Axiata Tbk,(Alamat Tidak Tersedia),Quantitative Research,Magang,Go To Market (GTM) Central - E Intern (Tegal-Pekalongan Office & Purwokerto-Cilacap-Kebumen Office)
PT XL Axiata Tbk,(Alamat Tidak Tersedia),Graphic design,Magang,Go To Market (GTM) Central - H Intern (Banjarmasin Office)
PT XL Axiata Tbk,(Alamat Tidak Tersedia),Web developer,Magang,Go To Market (GTM) Central Intern (Bandung Office)
PT XL Axiata Tbk,(Alamat Tidak Tersedia),Agility,Magang,Go To Market (GTM) Region Trade & Channel Intern (Bandung Office)
PT XL Axiata Tbk,(Alamat Tidak Tersedia),Agility,Magang,Go To Market (GTM) Sales Intern (Jogja Office)
PT XL Axiata Tbk,(Alamat Tidak Tersedia),Communication,Magang,Go To Market (GTM) Sales Region Central Intern (Bandung Office)
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),"Critical Thinking Skill Problem Solving Presentation Skill Communication Skill Ms. Office Skill (Excel, Power Point, Word, Outlook) Basic Project Management Reporting Skill",Magang,Government Affairs Intern
PT Hashmicro Solusi Indonesia,"Neo Soho Podomoro City, Jalan Letjen S. Parman Kav. 28, Jakarta Barat",UI/UX Video editing Promotion design Social media design Kedisiplinan,Magang,Graphic Design
PT Central Artificial Intelligence,(Alamat Tidak Tersedia),Social Media Design Video Editing Digital Marketing Promotion Design dan Video Graphic Design,Magang,Graphic Design dan Video Editor
PT GIT SOLUTION,(Alamat Tidak Tersedia),"understanding of graphic design, design rules, Understanding Design Brief Conducting research on currently popular design/image trends, such as drawing styles with the Team.Make designs that are communicative and easy to understand from their visual appearance.Integrating elements of art, visuals, and language in a design to convey a message",Magang,Graphic Designer
Yayasan Adipurna Inovasi Asia,(Alamat Tidak Tersedia),Technology Mastery Ability Presence Design Soft Skills Productivity Content Development,Magang,Graphic Designer
PT Bejana Investidata Globalindo,"Jl. Cipaku Indah III No. 14, Bandung, Jawa Barat, Indonesia, 40143",Ability to take part in video and animation production sessions Ability to brand a product Technical ability to operate video editing and animation software Communication between designers and digital marketing Analyzing data using the design thinking method Technical skills to operate design software Ability to make a graphic design based on data that has been collected collected,Magang,Graphic Designer
PT Widya Inovasi Indonesia,"Jl. Palagan Tentara Pelajar KM 7.5 No.31A, Mudal, Sariharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55581","Ideas, pictures, and data Mastery of design software Coordination of content Visual graphics Taking pictures",Magang,Graphic Designer
PT Simplefi Teknologi Indonesia,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950",Develop employer branding strategy Develop visual content for AwanTunai logo and branding Create design and develop materials for website Develop employer branding strategy Develop visual content for AwanTunai logo and branding,Magang,Graphic Designer
PT Bejana Investidata Globalindo,"Jl. Cipaku Indah III No. 14, Bandung, Jawa Barat, Indonesia, 40143",Ability to create branding for a product Analyzing data using the design thinking method Ability to create a graphic design based on collected data Communication between designers and digital marketing Technical skills in operating design software,Magang,Graphic Designer
PT Digdaya Olah Teknologi Indonesia,"Jl. Jend. Sudirman Kav. 25, RT.10/RW.1, Kuningan, Karet, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920",Ability to work in agile organizations or teams Creativity Portfolio Management Design Tools (Figma) Branding (Tone of Voice) Design Principles Ability to create writing based on research or experience Typography (Typesetting etc.),Magang,Graphic Designer
PT Suitmedia Kreasi Indonesia,"Suitmedia HQ Jl. Pejaten Barat II No. 3A  Jakarta, Indonesia 12510",Understanding of design elements Understanding of how to develop solutions in graphic design Understanding of digital imaging Understanding of the basics of graphic design Understanding of layout Understanding of illustration Understanding of video editing Understanding of motion graphics Understanding of design systems Understanding of graphic design software & tools,Magang,Graphic Designer
PT Vidio Dot Com,"SCTV Tower, Senayan City, Jakarta Pusat",Memiliki Creative Thinking Familiar dengan Adobe Family Communication skills Time management Team work,Magang,Graphic Designer - Creative Marketing
PT Uni Tokopo Teknologi,"Jl. Simprug Golf III No. 71, Grogol Selatan, Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Design Management Application Remote Work for Design Teams Design Thinking Build Professional Portfolio Social Campaign Design Project,Magang,Graphic Designer Intern
PT Linimuda Inspirasi Negeri,"Griya Dros, Jl KH Abdullah Syafei No 1 (Tebet Utara Dalam 34), Kel. Tebet Timur, Kec. Tebet, Kota Adm. Jakarta Selatan, Prov. DKI Jakarta",Able to conduct design research and creative materials from company competitors Able to apply and develop design visualization (Eye-Keen Visualization) various design needs for company product needs Students are able to carry out design content development in accordance with company identity Able to hone creativity through creative designs and materials worked on Students are able to collaborate and communicate well with related teams,Magang,Graphic Designer Internship Progam
PT Simplefi Teknologi Indonesia,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950",Creating designs for internal company needs and other creative content regarding the People Team Designing and developing materials needed by the People Team Developing visual content and employer branding at AwanTunai Developing an employer branding strategy for the People Team Making designs for disseminating materials related to the People Team to internal and external parties CloudCash,Magang,Graphic Designer (People)
PT Simplefi Teknologi Indonesia,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950",Creating designs for internal company needs and other creative content regarding the Sales Development Team Developing visual content for logos and employer branding at AwanTunai Developing employer branding strategies for the Sales Development Team Creating designs for disseminating materials related to the Sales Development Team to internal and external parties at AwanTunai Designing and developing materials required by the Sales Development Team,Magang,Graphic Designer (Sales Development)
PT Karya Dua Anyam,(Alamat Tidak Tersedia),Creating Designs for Applications Translating Visual Copy made by Copywriters in the form of Visual Designs Maintaining brand consistency throughout projects Generating fresh and up-to-date design concepts with company developments Creating Content from Marketing Request Forms,Magang,Graphic Design Intern
PT Bhinneka Mentaridimensi,"Jl. Gn. Sahari No.73C, RT.9/RW.7, Gn. Sahari Sel., Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10610",Graphic Design Analytical thinking Communication Skills Customer Service Orientation Computer Skills Inter/Team Collaboration Ability,Magang,Graphic Design Intern
PT ECART WEBPORTAL INDONESIA,(Alamat Tidak Tersedia),Creativity & Content Making Problem Solving Kemampuan Creative Thinking Basic Project Management Critical Thinking Presentation Skill Kemampuan Komunikasi,Magang,Graphic & Motion Designer - Seller Communication - Intern
PT Semesta Integrasi Digital,"Jl. Jeruk Purut Dalam No.33, RT.6/RW.3, Cilandak Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560.",Making Storyboards Creative Feedback Analysis of learning material Graphic Design Illustration,Magang,Graphic Team
PT Simplefi Teknologi Indonesia,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950",Create designs to disseminate materials related to the Marketing Team to internal and external parties AwanTunai Design and develop materials needed by the Marketing Team Create designs for internal company needs and other creative content regarding the Marketing Team Develop visual content for AwanTunai logo and employer branding Develop employer branding strategies on MarketingTeam,Magang,Graphir Designer (Marketing)
PT Inamas Sintesis Teknologi,"Jl. Werkudara 4, Kel. Wirobrajan, Kec. Wirobrajan, Yogyakarta, D.I.Yogyakarta 55252",Critical Thinking Analytical Thinking Problem Solving Communication Decision Making,Magang,Greenhouse Business Development
