mitra_name,position_name,address,description
PT Semesta Integrasi Digital, HR Operation,"Jl. Jeruk Purut Dalam No.33, RT.6/RW.3, Cilandak Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560.",Ability to Give Feedback Operation process Ability to recapitulate Ability to Coordinate HR administrative processes
PT Semesta Integrasi Digital,HR Organization and Learning Development ,"Jl. Jeruk Purut Dalam No.33, RT.6/RW.3, Cilandak Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560.",Interviewing Ability Coordinating Ability Analytical Ability Managerial Ability Administrative Ability
PT Semesta Integrasi Digital,HR Recruitment ,"Jl. Jeruk Purut Dalam No.33, RT.6/RW.3, Cilandak Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560.",HR administration process Coordination ability Ability to develop employer branding strategy Recruitment ability Analysis ability CV
PT Huawei Tech Investment,HR Specialist,,Human Resource Management Project Management iLearningX 1 HCIA Security HCIA Access iLearningX 2
PT Digdaya Olah Teknologi Indonesia,Human Capital,"Jl. Jend. Sudirman Kav. 25, RT.10/RW.1, Kuningan, Karet, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920",Ability to work in an agile organization or team Ability to write articles based on research or experience Ability to organize Ability to use and utilize technology Ability to run the HR Life Cycle Communication Conflict management and problem solving
PT Pilihanmu Indonesia Jaya,Human Resource,"Jalan Asem Baris Raya Blok A17, Kebon Baru, Tebet, Jakarta Selatan, DKI Jakarta",Effective Communication Business Insight Training & Coaching Position Analysis Industrial Relations Performance Assessment
PT Vidio Dot Com,Human Resource,"SCTV Tower, Senayan City, Jakarta Pusat",Understand how to make operational processes within HR more effective and efficient Understand and be able to improve the work experience of employees in Vidio Communication skills Reporting Skill Teamwork Skill
PT Linimuda Inspirasi Negeri,Human Resource Internship Program,"Griya Dros, Jl KH Abdullah Syafei No 1 (Tebet Utara Dalam 34), Kel. Tebet Timur, Kec. Tebet, Kota Adm. Jakarta Selatan, Prov. DKI Jakarta",Teamwork Performance Evaluation Training Development HR Compliance Recruitment & Selection
UPT Solo Technopark,Human Resource Officer,"Jl. Ki Hajar Dewantara No.19, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah, Indonesia 57126",Adaptability Leadership and Teamwork Problem Solving and Critical Thinking Communication and Collaboration Creativity Work Ethics and Professionalism Project Management and Time Management
PT Suitmedia Kreasi Indonesia,Human Resources,"Suitmedia HQ
Jl. Pejaten Barat II No. 3A 
Jakarta, Indonesia 12510","Employer branding ability Understanding of company policies Understanding of Company Profile, Job Description, and company structure Understanding of employee life cycle Understanding of end-to-end recruitment Ability to organize employee engagement"
PT Hashmicro Solusi Indonesia,Human Resources,"Neo Soho Podomoro City, Jalan Letjen S. Parman Kav. 28, Jakarta Barat","HR Compliance Talent Management Payroll Management and Employee Finance Discipline Training, Development & Disciplinary Management"
PT Bhinneka Mentaridimensi,Human Resources Intern,"Jl. Gn. Sahari No.73C, RT.9/RW.7, Gn. Sahari Sel., Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10610",Reporting Skills Customer Service Orientation Document Management Communication Capability Recruitment and Selection System Inter/Team Collaboration Ability Computer Skills Analytical Thinking
PT Cloud Hosting Indonesia,Human Resources Officer,"Sentral Senayan II, Jl. Asia Afrika No.8, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",Payroll Management Conduct Recruitment Process Implement Employee Training Cycle Employee Performance Management Industrial Relations Management Organizational Development Develop Job Descriptions Develop Standard Operating Procedures (SOP)
PT Uni Tokopo Teknologi,Human Resources/People Intern,"Jl. Simprug Golf III No. 71, Grogol Selatan, Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Organizational Design Recruitment & Selection Project Management Employee Engagement Human Resource Information System (HRIS) Employer Branding Strategy & Execution Employee Performance & Development
PT Inamas Sintesis Teknologi,Hydroponics,"Jl. Werkudara 4, Kel. Wirobrajan, Kec. Wirobrajan, Yogyakarta, D.I.Yogyakarta 55252",Creativity Critical Thinking Hydroponic Cultivation Decision Making Analysis and Planning
PT Sebangku Jaya Abadi,Illustrator,Yogyakarta,Design Thinking Visual Branding Illustration Experimental Interactive Media Design Character Design
PT Sebangku Jaya Abadi,Illustrator,Yogyakarta,Design Thinking Experimental Illustration Design Interactive Media Character Design Visual Branding
PT Central Artificial Intelligence,Image Processing Engineer,-,Jr.Image Processing Engineer Team Work Jr. Back End Developer Public Speaking QA Testing Project Management Pemrograman Python Paradigma Pemrogaman
PT XL Axiata Tbk,Indirect Channel - L Intern,,Data collecting Agility Project Management Time Management Communication skills
PT XL Axiata Tbk,Indirect Channel - M Intern,,PMO
PT XL Axiata Tbk,Indirect Channel -R Intern,,Business process Project Management Communication skills Agility Time Management
PT LAPI ITB,Industrial Designer,Jl. Ganesha No.15B Bandung 40132,Manufacturing and Implementation Professionalism Engineer Industrial Design Electronic Industry Ecosystem Design Verification and Engineering Analysis
PT LAPI ITB,Industrial Designer,Jl. Ganesha No.15B Bandung 40132,Manufacturing and Implementation Professionalism Ecosystem Engineer Electronics Industry Design Verification and Engineering Analysis Industrial Design
PT LAPI ITB,Industrial Designer,Jl. Ganesha No.15B Bandung 40132,Manufacturing and Implementation Professionalism Engineer Industrial Design Electronic Industry Ecosystem Design Verification and Engineering Analysis
PT BISA ARTIFISIAL INDONESIA,Influencer,JLN. IR H JUANDA NO. 84 BANDUNG,Influencer Public Speaking Team Work Social Media promotion Content Writer
PT Central Artificial Intelligence,Influencer ,-,Marketing Development Public Speaking Video Editor Brand Awareness Marketing Communication & Digital Marketing
PT Vidio Dot Com,Influencer (KOL),"SCTV Tower, Senayan City, Jakarta Pusat",Able to build relationships with the right artists and influencers for the success of projects on the Marketing team Time management Communication skills Understand the basic concepts of KOL Team working
PT Telkom Indonesia (Persero) Tbk,Innov. Manager,"Jl Japati 1, Bandung",User Experience Evaluation Digital Product Solution Design Valuation Analysis Customer Insights & Understanding User Experience Design Value - Kompeten	 Value - Kolaboratif	 Value - Loyal	 Job Performance Value - Harmonis	 Value - Amanah	 Value - Adaptif
PT BISA ARTIFISIAL INDONESIA,Instruktur Data Science,JLN. IR H JUANDA NO. 84 BANDUNG,Jr. Data Scientist Public Speaking Inference Data Science DevOps Project Management and Team Work
PT BISA ARTIFISIAL INDONESIA,Instruktur Full Stack Programming,JLN. IR H JUANDA NO. 84 BANDUNG,Jr. Full stack Developer Public Speaking Jr. Lead Programmer DevOps dan Team Work Manajemen Proyek
PT Tower Bersama Infrastructure Tbk,Intern - Accounting,The Convergance Indonesia Lt. 11 Kawasan Rasuna Epicentrum Jl HR Rasuna Said RT 1/RW3 Kuningan Jakarta Selatan 12940,Achievement Orientation Initiative Computer Literacy Akuntansi Creative Problem Solving
PT Tower Bersama Infrastructure Tbk,Intern - Business Administration,The Convergance Indonesia Lt. 11 Kawasan Rasuna Epicentrum Jl HR Rasuna Said RT 1/RW3 Kuningan Jakarta Selatan 12940,Initiative Business Administration Planning & Organizing Achievement Orientation Computer Literacy
PT Tower Bersama Infrastructure Tbk,Intern - Business Development,The Convergance Indonesia Lt. 11 Kawasan Rasuna Epicentrum Jl HR Rasuna Said RT 1/RW3 Kuningan Jakarta Selatan 12940,Data Analysis Business Administration Presentation Skill Initiative Creative Problem Solving
PT Inamas Sintesis Teknologi,Internet of Things Engineer,"Jl. Werkudara 4, Kel. Wirobrajan, Kec. Wirobrajan, Yogyakarta, D.I.Yogyakarta 55252",Hardware Protocol Communication Engineering Design Process Communication & Teamwork Industrial Protocol Communication Leadership
PT Tower Bersama Infrastructure Tbk,Intern - Human Capital Management,The Convergance Indonesia Lt. 11 Kawasan Rasuna Epicentrum Jl HR Rasuna Said RT 1/RW3 Kuningan Jakarta Selatan 12940,Initiative Human Capital Management Creative Problem Solving Communication & Interpersonal Skill HC Data Analysis
PT Tower Bersama Infrastructure Tbk,Intern - Information Technology,The Convergance Indonesia Lt. 11 Kawasan Rasuna Epicentrum Jl HR Rasuna Said RT 1/RW3 Kuningan Jakarta Selatan 12940,Pengujian Sistem Achievement Orientation Creative Problem Solving Implementasi sistem (Database & Application) Penyusunan BRD (Business Requirement Document)
PT ECART WEBPORTAL INDONESIA,Intern MP Finance,,"Communication Skill Project Management Reporting Skill Presentation Skill Problem Solving Finance Competency Skill Ms. Office Skill (Excel, Power Point, Word, Outlook)"
PT ECART WEBPORTAL INDONESIA,Intern Product Management,,Create Business Requirement Document (BRD) Knowledge User Experience and User Interface Project Management Problem Solving Product Operations Data analysis Presentation Skill
PT Tower Bersama Infrastructure Tbk,Intern - Quality Management,The Convergance Indonesia Lt. 11 Kawasan Rasuna Epicentrum Jl HR Rasuna Said RT 1/RW3 Kuningan Jakarta Selatan 12940,K3 System Management Graphic Design Business Acumen Achievement Orientation Initiative
PT ECART WEBPORTAL INDONESIA,Intern Tax Audit,,"Communication Skill Kemampuan Memfasilitasi Problem Solving Presentation Skill Tax Audit Competency Skill Ms. Office Skill (Excel, Power Point, Word, Outlook) Kemampuan Riset"
PT ECART WEBPORTAL INDONESIA,Intern Tax Compliance,,"Communication Skill Tax Competency Skill Ms. Office Skill (Excel, Power Point, Word, Outlook) Problem Solving Presentation Skill Kemampuan Riset Kemampuan Memfasilitasi"
PT Tower Bersama Infrastructure Tbk,Intern -Telecommunication Engineering,The Convergance Indonesia Lt. 11 Kawasan Rasuna Epicentrum Jl HR Rasuna Said RT 1/RW3 Kuningan Jakarta Selatan 12940,Teamwork & Communication Creative Problem Solving Achievement Orientation Analytical Thinking Planning & Monitoring
PT Karya Dua Anyam,Inventory Administration Intern,,Hospitalization reports (monthly) Administrative reporting of product entry and exit (daily) Product entry and exit reports for projects Forecast analysis in 1 quarter Inventory management Preparation of hospitalization consignment reports (mothly) Preparation of SOP QC for products Hospitalization consignment Inventory data update
PT Home Credit Indonesia,iOS Developer,"Plaza Oleos Lantai 8 Jl. TB Simatupang No. 53A, Jakarta Selatan 12520
",Development Skills Programming Language Application Design Dynamic teamwork Adaptability Project Management
PT Vidio Dot Com,iOS Engineering,"SCTV Tower, Senayan City, Jakarta Pusat",Develop applications using iOS software Teamwork Skill Communication Skill Reporting Skill Understanding Tools
PT Traveloka Indonesia,iOS Engineer Intern,"Traveloka Campus (d/h Green Office Park 1) North Tower, Jl Grand Boulevard, BSD Green Office Park, Kel. Sampora, Kec. Cisauk,  Kab.Tangerang, Prov. Banten",Core Competency: Practical Innovation
PT Sebangku Jaya Abadi,IoT Engineer,Yogyakarta,Industrial IoT Programming IoT Sensors and Actuators IoT Research Development of Learning Media
PT XL Axiata Tbk,IoT Intern,,Strategic Communication Agility Communication skills Time Management Project Management
PT Huawei Tech Investment,IP Engineer,,Data Communication 3 Data Communication 2 Project Management Data Communication 1
PT Home Credit Indonesia,IT Branding & Community,"Plaza Oleos Lantai 8 Jl. TB Simatupang No. 53A, Jakarta Selatan 12520
",Adaptability Project Management Creative Thinking Dynamic teamwork Communication Skill Presentation skill
PT Pilihanmu Indonesia Jaya,Item Maker of Psychological Test,"Jalan Asem Baris Raya Blok A17, Kebon Baru, Tebet, Jakarta Selatan, DKI Jakarta",The basic concept of psychometrics. Preparation of psychological measuring instruments. Preparation of user manuals. Managing the testing system of psychological measuring instruments. Writing reports
PT XL Axiata Tbk,IT ESS Intern,,Communication
PT XL Axiata Tbk,IT Infra Intern,,Network Security  Agility Time Management Project Management  Communication skills
PT Telkom Indonesia (Persero) Tbk,IT Integration,"Jl Japati 1, Bandung","System Engineering Data Management Usability, Vulnerability Assessments and Secure Testing Architecture Design Business Process Management Component Integration  Value - Amanah	 Value - Loyal	 Value - Kolaboratif	 Value - Kompeten	 Value - Harmonis	 Job Performance Value - Adaptif"
PT XL Axiata Tbk,IT Intern,,BE (Java & Golang)
PT Home Credit Indonesia,"IT Omni Tech (Genesys, JIRA)","Plaza Oleos Lantai 8 Jl. TB Simatupang No. 53A, Jakarta Selatan 12520
",Dynamic teamwork Development Skill Genesys & JIRA Adaptability Project Management
PT Home Credit Indonesia,IT Operation,"Plaza Oleos Lantai 8 Jl. TB Simatupang No. 53A, Jakarta Selatan 12520
",Project Management Skill Development Adaptability Dynamic teamwork Datawarehousing concept
PT Vidio Dot Com,IT Operation,"SCTV Tower, Senayan City, Jakarta Pusat",Device Provisioning Troubleshoot kendala di laptop dan workstation Update Asset Management Communication Skill Teamwork Skill
PT Simplefi Teknologi Indonesia,IT Support,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950","Create user access for new employees to fill in Manage computer systems and devices Help install, configure, and update employee PCs/Laptops Repair and replace equipment as needed Make a recap of inventory reports for all hardware Distribute office facilities to new employees and save forms in binders Research and diagnose problems, and identify solutions to these problems"
PT Nodeflux Teknologi Indonesia,IT Support,Jakarta Indonesia,Daily task IT Support Troubleshooting Problem  Develop Operation Tool Sizing Hardware and software needs Company internal infrastructure
PT XL Axiata Tbk,IT Transformation Intern,,Communication Project Management Microsoft Office Time Management Agility
PT Semesta Integrasi Digital,Junior Account Executive ,"Jl. Jeruk Purut Dalam No.33, RT.6/RW.3, Cilandak Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560.",Communication Ability Coordination Ability Partner Research Ability Management Ability Negotiation Ability
PT Andromedia,Junior Business Analyst,Jl Jemur Andayani XV No 3B Kelurahan Jemurwonosari - Kecamatan Wonocolo - Surabaya,1.Ability to collect information 9.Ability to lead a team 3.Ability to translate solutions into application requirements 7.Adaptability 2.Ability to analyze business processes and provide solutions 5.Ability to perform quality assurance 8.Communication skills with presentations 4.Ability to manage projects 6.Dynamic teamwork
PT Media Dokter Investama,Junior Content Writer,"Jl. H. R. Rasuna Said No.Kav 32-33, RT.10/RW.7, Kuningan, Karet Kuningan
Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920
",Planning and organizing skills Design Thinking skills Basic understanding and SEO tools Building and understanding a sense of Business Centric approach Strategic Thinking capabilities Content planning & communication platform management Self-management capabilities Ability to adapt and implement organizational values ​​Coordination with various parties and stakeholders regarding production needs content Content writing & review Content strategy & delivery Strategic communication plan
PT Media Dokter Investama,Junior Copywriting & Social Media,"Jl. H. R. Rasuna Said No.Kav 32-33, RT.10/RW.7, Kuningan, Karet Kuningan
Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920
",Design Thinking Ability Adaptability and implementation of organizational values ​​Overall project management of copywriting and social media Coordination with various parties for Copywriting materials Planning and organizing skills Creation of attractive headlines with qualified vocabulary Upload approved copywriting materials on available media channels according provisions Creation of creative ideas in accordance with campaign and promotion needs Application of copywriting Self-management skills Strategic Thinking skills Develop and understand a sense of Business Centric approach
PT Media Dokter Investama,Junior CRM Officer,"Jl. H. R. Rasuna Said No.Kav 32-33, RT.10/RW.7, Kuningan, Karet Kuningan
Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920
",Self-management ability Adaptability and application of organizational values ​​Planning and organizing capability Planning and managing marketing strategy Coordinating with various parties and stakeholders related to marketing and sales programs Managing customer loyalty Managing customer communication Data analysis and measuring customer satisfaction Strategic Thinking Ability Building and understanding a sense of Business Centric approach Ability Design Thinking Marketing and sales strategy
PT Media Dokter Investama,Junior Graphic Designer,"Jl. H. R. Rasuna Said No.Kav 32-33, RT.10/RW.7, Kuningan, Karet Kuningan
Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920
","Strategic Thinking Ability Self-management Ability Adaptability and implementation of organizational values ​​Planning and organizing capability Design Thinking Ability Building and understanding a sense of Business Centric approach Digital content development Implementation and creation of works based on graphic design principles Operation of design software: Adobe Photoshop, Illustrator, etc.Implementation and creation of work based on the basic principles of visual communication Creation of creative ideas according to design requirements Implementation of design briefs"
PT Telkom Indonesia (Persero) Tbk,Junior Graphic Designer,"Jl Japati 1, Bandung",Content Review Content Design Strategic Communication Plan Content Delivery Content Strategy Value - Kompeten	 Job Performance Value - Harmonis	 Value - Amanah	 Value - Loyal	 Value - Adaptif	 Value - Kolaboratif
PT Media Dokter Investama,Junior Marketing Research Analyst,"Jl. H. R. Rasuna Said No.Kav 32-33, RT.10/RW.7, Kuningan, Karet Kuningan
Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920
","Strategic Thinking Ability Self-management Ability Adaptability and implementation of organizational values ​​Building and understanding a sense of Business Centric approach Designing research based on needs identification, planning, and implementing research for the commercialization of products and services Design Thinking Ability Ability to analyze markets, including trends and behavior customer based on product and service understanding (product knowledge) Planning and organizing capability Ability to analyze research results for product and service marketing strategy recommendations Application of customer behavior research that supports the commercialization and improvement of products and services Presentation and promotion of research activity results with an emphasis on story telling Understanding skills customer experience and the right marketing strategy"
PT Media Dokter Investama,Junior Product Designer,"Jl. H. R. Rasuna Said No.Kav 32-33, RT.10/RW.7, Kuningan, Karet Kuningan
Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920
","Self-management ability Strategic thinking ability Adaptability and implementation of organizational values ​​Design thinking ability Planning and organizing ability Product design capability Mastery of design tools for Product Design Collaborating with stakeholders: product managers, engineers, UX Researcher and UX Writer Scrum Management Understanding of UX research activities and analysis of customer data as an insight into the product design process Building and understanding a sense of Business Centric approach Ability to create wireframes"
PT Media Dokter Investama,Junior SEO Officer,"Jl. H. R. Rasuna Said No.Kav 32-33, RT.10/RW.7, Kuningan, Karet Kuningan
Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920
","Design Thinking Ability Self-management Ability Adaptability and application of organizational values ​​Strategic Thinking Ability Planning and organizing capability Marketing analysis and development Ability to use SEO tools SEO audit techniques (Advanced) Strategic communication plan Basic content writing & review Building and understanding a sense of Business Centric approach Basic understanding, implementing, managing, and analyzing SEO"
PT Media Dokter Investama,Junior UX Researcher,"Jl. H. R. Rasuna Said No.Kav 32-33, RT.10/RW.7, Kuningan, Karet Kuningan
Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920
","Strategic Thinking Ability Design Thinking Ability Adaptability and application of organizational values ​​Building and understanding a sense of Business Centric approach Collaborating with stakeholders: designers, product managers, engineers, and UX Writers Planning and organizing skills Designing, planning and implementing research activities Implementation customer centric research to shape the customer journey based on the customer experience lifecycle Analysis of research results for product development recommendations Identification of research needs based on analysis of user data and the realization of the best user experience Presentation and promotion of the results of research activities along with recommendations to relevant stakeholders Self-management capabilities"
PT Media Dokter Investama,Junior UX Writer,"Jl. H. R. Rasuna Said No.Kav 32-33, RT.10/RW.7, Kuningan, Karet Kuningan
Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920
","Strategic Thinking Ability Design Thinking Ability Self-management Ability Ability to adapt and apply organizational values ​​Building and understanding a sense of Business Centric approach Understanding of UX research activities and customer data analysis as insights into UX technical design Writing Ability to develop an open minded mindset Ability planning and organizing Ability to assess and test UX copies according to product content strategy Application of UX writing and content strategy writing techniques to support product development Collaborate with stakeholders: designers, product managers, engineers, and UX Researcher Mastery of design tools for UX Writer"
PT ECART WEBPORTAL INDONESIA,Key Account Management Digital Goods,,Kemampuan berkomunikasi Management Skill Presentation Skill Data Analysis (inc Basic Ms Excel) Problem Solving Basic Project Management Planning & Organizing Skills
PT ECART WEBPORTAL INDONESIA,Key Account Management Fashion - Bags & Travel,,Management Skill Basic Project Management Data Analysis (inc Basic Ms Excel) Problem Solving Data Analysis Presentation Skill Communication Skill
PT ECART WEBPORTAL INDONESIA,"Key Account Management Fashion - Watches, Sunglasses, & Jewellery",,Critical Thinking & Problem Solving Skill Data Analysis (inc Basic Ms Excel) Presentation Skill Problem Solving Communication Skill Management Skill Basic Project Management
PT ECART WEBPORTAL INDONESIA,Key Account Management Furniture Décor,,Management Skill Seller Management Skill Problem Solving Basic Project Management Communication Skill Presentation Skill Data Analysis (inc Basic Ms Excel)
PT ECART WEBPORTAL INDONESIA,Key Account Management Home & Living LazMall,,Management Skill Data Analysis (inc Basic Ms Excel) Seller Management Skill Basic Project Management Communication Skill Problem Solving Presentation Skill
PT ECART WEBPORTAL INDONESIA,Key Account Management - LazMall Fashion Accessories,,Presentation Skill Problem Solving Critical Thinking & Problem Solving Skill Data Analysis (inc Basic Ms Excel) Basic Project Management Communication Skill Management Skill
PT ECART WEBPORTAL INDONESIA,"Key Account Management - Lazmall Toys & Games, Stationary & Craft",,Communication Skill Basic Project Management Presentation Skill Data Analysis (inc Basic Ms Excel) Management Skill Problem Solving Research & Competitive Benchmark
PT ECART WEBPORTAL INDONESIA,Key Account Management (Mother Baby Books Stationery),,Management Skill Problem Solving Presentation Skill Planning & Organizing Skills Communication Skill Analisa Data Basic Project Management
PT ECART WEBPORTAL INDONESIA,Key Account Management - Motors,,Management Skill Planning & Organizing Skills Presentation Skill Basic Project Management Communication Skill Analisa Data Problem Solving
PT ECART WEBPORTAL INDONESIA,Key Account Management - Sports & Outdoor,,Problem Solving Basic Project Management Presentation Skill Critical Thinking Skill Communication Skill Management Skill Data Analysis (inc Basic Ms Excel)
PT ECART WEBPORTAL INDONESIA,Key Account Management Tools & Home Improvement,,Basic Project Management Presentation Skill Communication Skill Problem Solving Management Skill Data Analysis (inc Basic Ms Excel) Seller Management Skill
PT Nodeflux Teknologi Indonesia,Key Account Manager - IdentifAI,Jakarta Indonesia,Design Thinking Corporate Culture & Leadership Business Analysis Business Operations Business Communications Account Management & Customer Life-cycle Management Information Systems for Management
PT Nodeflux Teknologi Indonesia,Key Account Manager - VisionAIre,Jakarta Indonesia,Information Systems for Management Account Management & Customer Life-cycle Management Design Thinking Business Operations Corporate Culture & Leadership Business Analysis Business Communications
PT Disty Teknologi Indonesia,Konten Writer,"Gedung Graha Pena Lantai 5
Jl. A.Yani No. 88 Surabaya",Social Media Analysis Techniques Copywriting Concept Basic Copywriting Techniques Branding Techniques Corporate Communication Digital Public Relations Endorsement Marketing Public Relations
PT Home Credit Indonesia,KYC AML CFT Champion,"Plaza Oleos Lantai 8 Jl. TB Simatupang No. 53A, Jakarta Selatan 12520
",Understanding of customer risk profiling based on criteria set by the company Understanding of regulations on the implementation of KYC and AML in finance companies Ability to analyze and evaluate suspicious financial transactions Adaptability Presentation skills & Written skills Understanding of business processes in digital-based financing institutions
PT Bhinneka Mentaridimensi,LabInc Intern,"Jl. Gn. Sahari No.73C, RT.9/RW.7, Gn. Sahari Sel., Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10610",Inter/Inter-Team Collaboration Ability Market Knowledge Reporting Skill Product Knowledge Product Assortment Relationship/Network Building Pricing Skill Communication Ability Customer Service Orientation
PT ECART WEBPORTAL INDONESIA,"LazMall Business Operation, Campaign & Onsite Intern",,Data Analysis Communication Ability Presentation Skill Basic Project Management Understanding of LazMall Branding Problem Solving Understanding of LazMall Business Operation
PT ECART WEBPORTAL INDONESIA,LazMall Onboarding and Incubation Intern,,Basic Project Management Presentation Skill Problem Solving Data Analysis Communication Skill Management Skill Data Analysis (inc Basic Ms Excel)
PT ECART WEBPORTAL INDONESIA,LazPay - Lending - Intern,,Problem Solving Communication Skill Management Skill Presentation Skill Negotiation Skill Project Management Analisa Data
PT STECHOQ ROBOTIKA INDONESIA,Lean Manufacturing Production Engineer  for Digital Transformation and Industry 4.0,"Jalan Belimbing A-17 Perum Sidoarum Blok II, Godean, Sleman, Yogyakarta",Project Management Digitalisasi Sistem Produksi Berbasis Industrial IoT Lean Manufacturing Business Development Based on Product Innovation  Supply Chain Management System Dasar-Dasar Production System Warehouse Management System Penerapan 5S/5R Shop Floor Management
PT Global Tiket Network,Learning and Culture,"Wisma Barito Pacific II Lantai. 8, Jalan Letnan Jenderal Siswondo Parman Kavling. 60, Desa/Kelurahan Slipi, Kec. Pal Merah, Kota Adm. Jakarta Barat, Provinsi DKI Jakarta, Jakarta Raya Indonesia
",Project Management Skills  Flexibility and Adaptability  Active Listening  Decision Making and Critical Thinking  Teamwork & Collaboration
PT XL Axiata Tbk,Learning & Culture Development Intern,,Communication  Microsoft Office Time Management Agility Project Management
PT Hashmicro Solusi Indonesia,Learning & Development,"Neo Soho Podomoro City, Jalan Letjen S. Parman Kav. 28, Jakarta Barat",Analytical Thinking Basic Project Management Assisting training and education programs Employee Training/Development Needs Analysis Designing & developing training programs and methods
Yayasan Adipurna Inovasi Asia,Learning Development Analyst,,Learning Development Soft Skills  Project Management Analytical Skills Productivity Kehadiran
PT ECART WEBPORTAL INDONESIA,Learning & Development Intern,,"Kemampuan Memfasilitasi Ms. Office Skill (Excel, Power Point, Word, Outlook) Communication Skill Basic Project Management Problem Solving Basic Design & Video Editing Presentation Skill"
PT ECART WEBPORTAL INDONESIA,Learning & Development Logistics Intern,,"Problem Solving Basic Project Management Communication Skill Presentation Skill Ms. Office Skill (Excel, Power Point, Word, Outlook) Kemampuan Memfasilitasi Basic Design & Video Editing"
PT Cerdas Digital Nusantara,Learning Experience Designer ,"Jl. Makaliwe Raya No.36 RT.002 RW.005
Grogol, Grogol Petamburan
Jakarta Barat, DKI Jakarta",Development of a learning management system (Learning Management System) Softskills III: Developing ability to face challenges in the workplace (SKKNI P.85SOF00.009.1 ) Development of digital learning exam forms Development of digital learning videos Softskills II: Developing critical thinking skills in solving problems and finding solutions ( SKKNI P.85SOF00.004.1) Development of interactive teaching media Development of user satisfaction survey Softskills I: Building effective communication skills (SKKNI P.85SOF00.017.1)
PT Nodeflux Teknologi Indonesia,Legal,Jakarta Indonesia,Critical Thinking and Analytic Skill Independence & Communication Skill Time Management Skill Legal Application of Limited Liability Companies and Investment Application of laws in Indonesia related to business activities of artificial intelligence (artificial intelligence) Legal Writing Labor Law
UPT Solo Technopark,Legal and Business Law Officer,"Jl. Ki Hajar Dewantara No.19, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah, Indonesia 57126",Adaptability Problem Solving and Critical Thinking Leadership and Teamwork Communication and Collaboration Project Management and Time Management Creativity Work Ethics and Professionalism
PT Simplefi Teknologi Indonesia,Legal & Compliance,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950",Assisting in drafting company regulations and legal obligations Assisting in administering legal documents and letters Overseeing and managing legal & compliance obligations and provisions at AwanTunai Assisting in the management of legal drafting Assisting in the entry of legal documents (company contracts and licenses) and records management
PT ECART WEBPORTAL INDONESIA,Legal Intern,,Presentation Skill Problem Solving Planning & Organizing Skills Critical Thinking Communication Skill Drafting Skill Legal Research Skill
PT ECART WEBPORTAL INDONESIA,Legal Intern,,Problem Solving Critical Thinking Planning & Organizing Skills Communication Skills Legal Research Skill Presentation Skill Drafting Skill
PT Uni Tokopo Teknologi,Legal Intern,"Jl. Simprug Golf III No. 71, Grogol Selatan, Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Empati & Analisa Masalah Sosial Socio-legal Business Knowledge Contract/Documents Drafting and Reviewing Contract/Documents Management Corporate Basic Compliance
